id,Fournisseurs,n_facture,Montant,Date_de_facture,Date_echeance,n_sem,Mis_en_paie,EMAIL,id_fournisseurs
481,Luthor Corp,F1922894,190151.0,2021-06-11,2021-09-09,36,2021-12-19 17:52:18,contact@luther.fr,4
482,Luthor Corp,F1922895,465.0,2021-06-11,2021-09-09,36,2021-12-19 17:52:18,contact@luther.fr,4
483,Luthor Corp,F1922899,785.0,2021-06-11,2021-09-09,36,2021-12-19 17:52:18,contact@luther.fr,4
484,Luthor Corp,F1922950,325.0,2021-06-11,2021-09-09,36,2021-12-19 17:52:18,contact@luther.fr,4
485,Eurodiscount,399537,425.41,2021-06-30,2021-09-10,36,2021-12-19 17:52:18,contact@eurodiscount.fr,42
486,Vladis Entreprise,412/1,111.0,2021-07-12,2021-09-10,36,2021-12-19 17:52:18,contact@vladisentreprise.fr,20
487,Vladis Entreprise,419/1,5.0,2021-07-14,2021-09-12,36,2021-12-19 17:52:18,contact@vladisentreprise.fr,20
488,Altra Automotive,FF31139,8305.0,2021-08-31,2021-09-13,37,2021-12-22 18:58:19,,13
489,Guide Duchemin Éditions ,1EQUF/244,2709.32,2021-09-01,2021-09-13,37,2021-12-22 18:58:19,,43
490,Lacuna Inc,7778,2205.0,2021-08-30,2021-09-13,37,2021-12-22 18:58:19,contact@lacunainc.fr,19
491,Sienar Technologies,2021-12757,1005.0,2021-05-11,2021-09-13,37,2021-12-22 18:58:19,,8
492,Sienar Technologies,2021-12986,405.0,2021-05-21,2021-09-13,37,2021-12-22 18:58:19,,8
493,Sienar Technologies,2021-13075,157.0,1900-03-20,2021-09-13,37,2021-12-22 18:58:19,,8
494,Sienar Technologies,2021-13353,133.0,2021-06-10,2021-09-13,37,2021-12-22 18:58:19,,8
495,Sienar Technologies,2021-13468,92.0,2021-06-15,2021-09-13,37,2021-12-22 18:58:19,,8
496,Sienar Technologies,2021-13485,99.0,2021-06-16,2021-09-13,37,2021-12-22 18:58:19,,8
497,Sienar Technologies,2021-13586,405.0,2021-06-22,2021-09-13,37,2021-12-22 18:58:19,,8
498,Sienar Technologies,2021-13606,30.0,2021-06-23,2021-09-13,37,2021-12-22 18:58:19,,8
499,Sienar Technologies,2021-13616,405.0,2021-06-23,2021-09-13,37,2021-12-22 18:58:19,,8
500,Sienar Technologies,2021-13918,525.0,2021-07-08,2021-09-13,37,2021-12-22 18:58:19,,8
501,Sienar Technologies,2021-14023,20.0,2021-07-14,2021-09-13,37,2021-12-22 18:58:19,,8
502,Sienar Technologies,2021-14747,90.0,2021-08-17,2021-09-13,37,2021-12-22 18:58:19,,8
503,Sienar Technologies,2021-14987,405.0,2021-08-17,2021-09-13,37,2021-12-22 18:58:19,,8
504,Vladis Entreprise,422/1,177.0,2021-07-15,2021-09-13,37,2021-12-22 18:58:19,contact@vladisentreprise.fr,20
505,Groupe W.,30985,2019.8,2021-07-21,2021-09-15,37,2021-12-22 18:58:19,,24
506,Luthor Corp,F1922956,1240.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
507,Luthor Corp,F1922957,184.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
508,Luthor Corp,F1922959,108.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
509,Luthor Corp,F1922960,43.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
510,Luthor Corp,F1922991,324.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
511,Luthor Corp,F1922992,465.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
512,Luthor Corp,F1922993,145.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
513,Luthor Corp,F1923008,1190.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
514,Luthor Corp,F1923009,6200.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
515,Luthor Corp,F1923010,39107.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
516,Luthor Corp,F1923019,465.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
517,Luthor Corp,F1923020,565.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
518,Luthor Corp,F1923021,1240.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
519,Luthor Corp,F1923031,2515.25,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
520,Luthor Corp,F1923033,457.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
521,Luthor Corp,F1923034,800.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
522,Luthor Corp,F1923036,265.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
523,Luthor Corp,F1923052,179.0,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
524,Luthor Corp,F1923054,3132.5,2021-06-18,2021-09-16,37,2021-12-22 18:58:19,contact@luther.fr,4
525,Sofroco-Gedec,21f331529,240.97,2021-08-13,2021-09-20,38,2021-12-19 22:46:36,contact@sofroco-gedec.fr,21
526,Sofroco-Gedec,21f336157,1211.96,2021-08-19,2021-09-20,38,2021-12-19 22:46:36,contact@sofroco-gedec.fr,21
527,Luthor Corp,F1923086,705.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
528,Luthor Corp,F1923087,203.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
529,Luthor Corp,F1923088,69.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
530,Luthor Corp,F1923089,18.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
531,Luthor Corp,F1923090,34.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
532,Luthor Corp,F1923115,475.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
533,Luthor Corp,F1923116,685.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
534,Luthor Corp,F1923117,324.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
535,Luthor Corp,F1923143,404.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
536,Luthor Corp,F1923144,917.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
537,Luthor Corp,F1923159,81638.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
538,Luthor Corp,F1923160,134.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
539,Luthor Corp,F1923161,465.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
540,Luthor Corp,F1923177,44795.0,2021-06-25,2021-09-23,38,2021-12-19 22:46:36,contact@luther.fr,4
541,Luthor Corp,F1923178,770.73,2021-06-25,2021-09-23,38,2021-12-20 00:00:00,contact@luther.fr,4
542,Bross & Clackwell,P21060023-3,4505.0,2021-06-11,2021-09-25,38,2021-12-21 00:00:00,,22
543,Capsule Corp,Lbi-123877,45133.0,2021-08-26,2021-09-25,38,2021-12-22 00:00:00,contact@capsule-corp.fr,1
544,Groupe W.,RU78129,79457.0,2021-08-26,2021-09-25,38,2021-12-23 00:00:00,,24
545,Groupe W.,RU78130,17430.0,2021-08-26,2021-09-25,38,2021-12-24 00:00:00,,24
546,Rosen Corporation,T021-0104,14259.0,2021-08-26,2021-09-25,38,2021-12-25 00:00:00,contact@rosencorporation.fr,27
547,Rosen Corporation,T021-0105,532.0,2021-08-26,2021-09-25,38,2021-12-26 00:00:00,contact@rosencorporation.fr,27
548,Rosen Corporation,T021-0106,961.0,2021-08-26,2021-09-25,38,2021-12-27 00:00:00,contact@rosencorporation.fr,27
549,Luthor Corp,F1923237,51.0,2021-06-29,2021-09-27,39,2021-12-28 00:00:00,contact@luther.fr,4
550,Luthor Corp,F1923238,164.0,2021-06-29,2021-09-27,39,2021-12-29 00:00:00,contact@luther.fr,4
551,Luthor Corp,F1923239,79.0,2021-06-29,2021-09-27,39,2021-12-30 00:00:00,contact@luther.fr,4
552,Luthor Corp,F1923240,143.0,2021-06-29,2021-09-27,39,2021-12-19 22:51:35,contact@luther.fr,4
553,Luthor Corp,F1923241,27.0,2021-06-29,2021-09-27,39,2021-12-19 22:51:35,contact@luther.fr,4
554,Luthor Corp,F1923242,203.0,2021-06-29,2021-09-27,39,2021-12-19 22:51:35,contact@luther.fr,4
555,Nimbus 2000,C021037,1505.0,2021-07-01,2021-09-29,39,2021-12-19 22:51:35,,44
556,Nimbus 2000,C021042,5225.0,2021-06-07,2021-09-29,39,2021-12-19 22:51:35,,44
557,Vladis Entreprise,424/2,152.0,2021-07-31,2021-09-29,39,2021-12-19 22:51:35,contact@vladisentreprise.fr,20
558,Vladis Entreprise,425/2,165.0,2021-07-31,2021-09-29,39,2021-12-19 22:51:35,contact@vladisentreprise.fr,20
559,Capsule Corp,116381987,116.0,2021-09-13,2021-09-30,39,2021-12-19 22:51:35,contact@capsule-corp.fr,1
560,Geugène Industrie,2108013,355.22,2021-08-31,2021-09-30,39,2021-12-19 22:51:35,contact@geugene.fr,3
561,Luthor Corp,F1923282,84455.0,2021-07-02,2021-09-30,39,2021-12-19 22:51:35,contact@luther.fr,4
562,Luthor Corp,F1923283,21005.0,2021-07-02,2021-09-30,39,2021-12-19 22:51:35,contact@luther.fr,4
563,Luthor Corp,F1923284,5017.48,2021-07-02,2021-09-30,39,2021-12-19 22:51:35,contact@luther.fr,4
564,Luthor Corp,F1923288,465.0,2021-07-02,2021-09-30,39,2021-12-19 22:51:35,contact@luther.fr,4
565,Luthor Corp,F1923289,325.0,2021-07-02,2021-09-30,39,2021-12-19 22:51:35,contact@luther.fr,4
566,Luthor Corp,F1923290,465.0,2021-07-02,2021-09-30,39,2021-12-19 22:51:35,contact@luther.fr,4
567,Pyramid Transnational,2021/7798,325.89,2021-08-30,2021-09-30,39,2021-12-19 22:51:35,,7
568,Sofroco-Gedec,21f348796,2600.12,2021-08-31,2021-09-30,39,2021-12-19 22:51:35,contact@sofroco-gedec.fr,21
569,Big Jerry Cab Co,FE2021090211,98.0,2021-09-01,2021-10-01,39,2021-12-19 22:51:35,compta@bjcc.fr,32
570,Vladis Entreprise,466/1,161.0,2021-08-04,2021-10-03,39,2021-12-19 22:51:35,contact@vladisentreprise.fr,20
571,Aaltra,PI-20128920210611b,175599.0,2021-06-30,2021-10-05,40,2021-12-20 20:43:07,,28
572,Sienar Technologies,2021-14997,405.0,2021-09-08,2021-10-08,40,2021-12-20 20:43:07,,8
573,Sienar Technologies,2021-14483,75.0,2021-08-10,2021-10-09,40,2021-12-20 20:43:07,,8
574,Luthor Corp,F1923355,17.0,2021-07-12,2021-10-10,40,2021-12-20 20:43:07,contact@luther.fr,4
575,Luthor Corp,F1923356,72.0,2021-07-12,2021-10-10,40,2021-12-20 20:43:07,contact@luther.fr,4
576,Luthor Corp,F1923357,63.0,2021-07-12,2021-10-10,40,2021-12-20 20:43:07,contact@luther.fr,4
577,Luthor Corp,F1923358,112.0,2021-07-12,2021-10-10,40,2021-12-20 20:43:07,contact@luther.fr,4
578,Luthor Corp,F1923359,177.0,2021-07-12,2021-10-10,40,2021-12-20 20:43:07,contact@luther.fr,4
579,Altra Automotive,FF31336,7980.0,2021-09-30,2021-10-11,41,2021-12-20 20:43:23,,13
580,Drake & Sweeney,FAC8022,605.0,2021-09-11,2021-10-11,41,2021-12-20 20:43:23,,5
581,General Broadcasting Corporation,FA011007,22901.0,2021-08-27,2021-10-11,41,2021-12-20 20:43:23,,30
582,Nelson & Murdock,09/001640,10965.58,2021-09-30,2021-10-11,41,2021-12-20 20:43:23,contact@nelsonmurdock.fr,39
583,Sienar Technologies,2021-14533,7185.0,2021-08-13,2021-10-12,41,2021-12-20 20:43:23,,8
584,Drake & Sweeney,FAC8024,605.0,2021-09-13,2021-10-13,41,2021-12-20 20:43:23,,5
585,Drake & Sweeney,FAC8025,605.0,2021-09-13,2021-10-13,41,2021-12-20 20:43:23,,5
586,Drake & Sweeney,FAC8026,605.0,2021-09-14,2021-10-14,41,2021-12-20 20:43:23,,5
587,Luthor Corp,F1923408,285.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
588,Luthor Corp,F1923409,465.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
589,Luthor Corp,F1923410,48.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
590,Luthor Corp,F1923411,505.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
591,Luthor Corp,F1923427,167.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
592,Luthor Corp,F1923428,129.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
593,Luthor Corp,F1923429,107.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
594,Luthor Corp,F1923430,160.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
595,Luthor Corp,F1923431,84.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
596,Luthor Corp,F1923432,87.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
597,Luthor Corp,F1923433,90.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
598,Luthor Corp,F1923434,365.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
599,Luthor Corp,F1923453,139.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
600,Luthor Corp,F1923454,240.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
601,Luthor Corp,F1923455,163.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
602,Luthor Corp,F1923469,3111.42,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
603,Luthor Corp,F1923470,54.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
604,Luthor Corp,F1923485,346.5,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
605,Luthor Corp,F1923486,1315.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
606,Luthor Corp,F1923487,84.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
607,Luthor Corp,F1923488,395.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
608,Luthor Corp,F1923489,145.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
609,Luthor Corp,F1923490,395.0,2021-07-16,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
610,Luthor Corp,F1923636,180.0,2021-07-23,2021-10-14,41,2021-12-20 20:43:23,contact@luther.fr,4
611,Geugène Industrie,2109007,1489.38,2021-09-15,2021-10-15,41,2021-12-20 20:43:23,contact@geugene.fr,3
612,Le Yankee,B53073,480.0,2021-10-15,2021-10-15,41,2021-12-20 20:43:23,,17
613,Sienar Technologies,2021-15139,405.0,2021-09-15,2021-10-15,41,2021-12-20 20:43:23,,8
614,Wernham Hogg Paper Company,012/2021,2801.0,2021-09-07,2021-10-15,41,2021-12-20 20:43:23,,18
615,Wernham Hogg Paper Company,013/2021,2801.0,2021-10-06,2021-10-15,41,2021-12-20 20:43:23,,18
616,Crack Frères,FA13971,587.12,2021-09-16,2021-10-16,41,2021-12-20 20:43:23,contact@crack.fr,45
617,Aaltra,20128920210719,22926.32,2021-07-19,2021-10-17,41,2021-12-20 20:43:23,,28
618,Capsule Corp,284313979667,5592.76,2021-10-19,2021-10-19,42,2021-12-20 20:43:56,contact@capsule-corp.fr,1
619,Drake & Sweeney,FAC8040,605.0,2021-09-20,2021-10-20,42,2021-12-20 20:43:56,,5
620,Drake & Sweeney,FAC8041,605.0,2021-09-21,2021-10-21,42,2021-12-20 20:43:56,,5
621,Luthor Corp,F1923548,182.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
622,Luthor Corp,F1923549,185.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
623,Luthor Corp,F1923570,366.35,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
624,Luthor Corp,F1923573,85.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
625,Luthor Corp,F1923592,785.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
626,Luthor Corp,F1923593,1105.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
627,Luthor Corp,F1923594,465.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
628,Luthor Corp,F1923605,465.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
629,Luthor Corp,F1923606,88.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
630,Luthor Corp,F1923607,65.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
631,Luthor Corp,F1923608,325.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
632,Luthor Corp,F1923638,215.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
633,Luthor Corp,F1923639,17.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
634,Luthor Corp,F1923640,147.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
635,Luthor Corp,F1923641,240.0,2021-07-23,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
636,Luthor Corp,F1923891,-304.5,2021-08-12,2021-10-21,42,2021-12-20 20:43:57,contact@luther.fr,4
637,Sienar Technologies,2021-15246,405.0,2021-09-21,2021-10-21,42,2021-12-20 20:43:57,,8
638,Drake & Sweeney,FAC8042,605.0,2021-09-22,2021-10-22,42,2021-12-20 20:43:57,,5
639,Vladis Entreprise,481/1,181.0,2021-08-23,2021-10-22,42,2021-12-20 20:43:57,contact@vladisentreprise.fr,20
640,Sienar Technologies,2021-14710,405.0,2021-08-24,2021-10-23,42,2021-12-20 20:43:57,,8
641,Sienar Technologies,2020-15335,605.0,2021-09-24,2021-10-24,42,2021-12-20 20:43:57,,8
642,Sienar Technologies,2021-14726,179.0,2021-08-25,2021-10-24,42,2021-12-20 20:43:57,,8
643,Cordell SA,58800,2885.0,2021-09-29,2021-10-28,43,2021-12-20 20:44:05,,10
644,Luthor Corp,F1923679,114.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
645,Luthor Corp,F1923680,34.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
646,Luthor Corp,F1923683,324.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
647,Luthor Corp,F1923684,24.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
648,Luthor Corp,F1923685,325.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
649,Luthor Corp,F1923686,72.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
650,Luthor Corp,F1923687,63.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
651,Luthor Corp,F1923702,377.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
652,Luthor Corp,F1923703,865.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
653,Luthor Corp,F1923704,324.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
654,Luthor Corp,F1923725,87.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
655,Luthor Corp,F1923728,245.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:05,contact@luther.fr,4
656,Luthor Corp,F1923733,755.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
657,Luthor Corp,F1923734,365.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
658,Luthor Corp,F1923735,395.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
659,Luthor Corp,F1923750,6965.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
660,Luthor Corp,F1923751,204982.5,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
661,Luthor Corp,F1923752,83705.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
662,Luthor Corp,F1923753,565.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
663,Luthor Corp,F1923756,784.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
664,Luthor Corp,F1923757,465.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
665,Luthor Corp,F1923758,545.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
666,Luthor Corp,F1923759,181.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
667,Luthor Corp,F1923992,-100.0,2021-07-30,2021-10-28,43,2021-12-20 20:44:06,contact@luther.fr,4
668,Sienar Technologies,2021-15433,188.0,2021-09-29,2021-10-29,43,2021-12-20 20:44:06,,8
669,Beaumont-Liégard,SI_03368,1021.6,2021-09-30,2021-10-30,43,2021-12-20 20:44:06,,9
670,Geugène Industrie,2109075,400.53,2021-09-30,2021-10-30,43,2021-12-20 20:44:06,contact@geugene.fr,3
671,Sienar Technologies,2021-14847,71.0,2021-08-31,2021-10-30,43,2021-12-20 20:44:06,,8
672,Vladis Entreprise,507/1,131.0,2021-08-31,2021-10-30,43,2021-12-20 20:44:06,contact@vladisentreprise.fr,20
673,Cross Technological Enterprises ,21/02564,194.0,2021-09-17,2021-10-31,43,2021-12-20 20:44:06,,25
674,Cross Technological Enterprises ,21/02730,255.68,2021-09-30,2021-10-31,43,2021-12-20 20:44:06,,25
675,Sofroco-Gedec,21F360014,522.82,2021-09-06,2021-11-02,44,2021-12-20 20:44:17,contact@sofroco-gedec.fr,21
676,Big Jerry Cab Co,FE2021100022,22.0,2021-10-04,2021-11-03,44,2021-12-20 20:44:17,compta@bjcc.fr,32
677,Luthor Corp,F1923787,240.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
678,Luthor Corp,F1923788,605.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
679,Luthor Corp,F1923793,395.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
680,Luthor Corp,F1923815,2065.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
681,Luthor Corp,F1923816,800.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
682,Luthor Corp,F1923817,325.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
683,Luthor Corp,F1923818,625.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
684,Luthor Corp,F1923827,900.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
685,Luthor Corp,F1923828,158.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
686,Luthor Corp,F1923841,325.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
687,Luthor Corp,F1923842,1245.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
688,Luthor Corp,F1923861,59.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
689,Luthor Corp,F1923887,545.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
690,Luthor Corp,F1923909,465.0,2021-08-06,2021-11-04,44,2021-12-20 20:44:17,contact@luther.fr,4
691,Sienar Technologies,2021-14964,220.0,2021-09-06,2021-11-05,44,2021-12-20 20:44:17,,8
692,Drake & Sweeney,FAC8076,605.0,2021-10-08,2021-11-07,44,2021-12-20 20:44:17,,5
693,Yamagato Industries,924936165,682.59,2021-10-08,2021-11-07,44,2021-12-20 20:44:17,,41
694,Capsule Corp,116490834,113.0,2021-10-19,2021-11-09,45,2021-12-20 20:44:26,contact@capsule-corp.fr,1
695,Capsule Corp,116517406,65.0,2021-10-26,2021-11-09,45,2021-12-20 20:44:26,contact@capsule-corp.fr,1
696,Capsule Corp,116576509,5565.63,2021-11-11,2021-11-11,45,2021-12-20 20:44:26,contact@capsule-corp.fr,1
697,Luthor Corp,F1923908,1644.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
698,Luthor Corp,F1923910,705.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
699,Luthor Corp,F1923911,156.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
700,Luthor Corp,F1923913,465.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
701,Luthor Corp,F1923914,131.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
702,Luthor Corp,F1923916,800.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
703,Luthor Corp,F1923917,113.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
704,Luthor Corp,F1923918,657.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
705,Luthor Corp,F1923919,465.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
706,Luthor Corp,F1923920,290.0,2021-08-13,2021-11-11,45,2021-12-20 20:44:26,contact@luther.fr,4
707,Sienar Technologies,2021-15781,131.0,2021-10-12,2021-11-11,45,2021-12-20 20:44:26,,8
708,Sienar Technologies,2021-15815,605.0,2021-10-13,2021-11-12,45,2021-12-20 20:44:26,,8
709,Wernham Hogg Paper Company,014/2021,2801.0,2021-11-14,2021-11-16,46,2021-12-20 20:44:37,,18
710,Luthor Corp,F1924070,1100.0,2021-08-20,2021-11-18,46,2021-12-20 20:44:37,contact@luther.fr,4
711,Luthor Corp,F1924071,377.0,2021-08-20,2021-11-18,46,2021-12-20 20:44:37,contact@luther.fr,4
712,Luthor Corp,F1924102,852.13,2021-08-20,2021-11-18,46,2021-12-20 20:44:37,contact@luther.fr,4
713,Luthor Corp,F1924103,40.0,2021-08-20,2021-11-18,46,2021-12-20 20:44:37,contact@luther.fr,4
714,Luthor Corp,F1924498,-30.0,2021-09-14,2021-11-18,46,2021-12-20 20:44:37,contact@luther.fr,4
715,Drake & Sweeney,FAC8102,545.0,2021-10-20,2021-11-19,46,2021-12-20 20:44:37,,5
716,Sienar Technologies,2021-15266,6880.0,2021-09-22,2021-11-21,46,2021-12-20 20:44:37,,8
717,Sienar Technologies,2021-16350,405.0,2021-10-25,2021-11-24,47,2021-12-20 20:44:51,,8
718,Luthor Corp,F1924145,465.0,2021-08-27,2021-11-25,47,2021-12-20 20:44:51,contact@luther.fr,4
